排名,名称,年份,发行商,北美销量(百万),欧洲销量(百万),日本销量(百万),其他地区销量(百万),全球销量(百万),类型,平台
248,Michael Jackson: The Experience,2010,Ubisoft,2.67,1.35,0.01,0.39,4.42,杂项,任天堂Wii
249,Tony Hawk's Pro Skater 3,2001,Activision,2.66,1.29,0.01,0.46,4.41,体育,PlayStation 2
250,Winning Eleven: Pro Evolution Soccer 2007,2006,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,体育,PlayStation 2
251,The Elder Scrolls IV: Oblivion,2006,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,角色扮演,Xbox 360
252,Zelda II: The Adventure of Link,1987,Nintendo,2.19,0.5,1.61,0.08,4.38,冒险,任天堂红白机
253,Need for Speed: Most Wanted,2005,Electronic Arts,2.03,1.79,0.08,0.47,4.37,竞速,PlayStation 2
254,Resistance: Fall of Man,2006,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,射击,PlayStation 3
255,Sonic the Hedgehog,1991,Sega,3.03,0.91,0.26,0.13,4.34,平台跳跃,世嘉Genesis
256,Kingdom Hearts II,2005,Square Enix,2.2,0.58,1.38,0.17,4.33,角色扮演,PlayStation 2
257,FIFA 14,2013,Electronic Arts,0.92,2.93,0.01,0.46,4.31,体育,Xbox 360
258,Call of Duty: Advanced Warfare,2014,Activision,2.75,1.18,0,0.37,4.31,射击,Xbox 360
259,Asteroids,1980,Atari,4,0.26,0,0.05,4.31,射击,Atari 2600
260,Fable II,2008,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,角色扮演,Xbox 360
261,Halo 5: Guardians,2015,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,射击,Xbox One
262,Super Mario 3D World,2013,Nintendo,2.11,1.11,0.72,0.3,4.25,平台跳跃,任天堂Wii U
263,Batman: Arkham Asylum,2009,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,动作,PlayStation 3
264,Assassin's Creed: Revelations,2011,Ubisoft,1.41,2.02,0.1,0.72,4.24,动作,PlayStation 3
265,Namco Museum,2001,Namco Bandai Games,3,1.11,0.05,0.07,4.24,杂项,任天堂Game Boy Advance
266,Metal Gear Solid 3: Snake Eater,2004,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,动作,PlayStation 2
267,Daxter,2006,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22,平台跳跃,PlayStation Portable
268,Warcraft II: Tides of Darkness,1995,Activision,1.7,2.27,0,0.23,4.21,策略,个人电脑
269,The Legend of Zelda: Ocarina of Time,2011,Nintendo,2.03,1.27,0.62,0.3,4.21,动作,任天堂3DS
270,FIFA Soccer 06,2005,Electronic Arts,0.78,2.55,0.04,0.84,4.21,体育,PlayStation 2
271,EyeToy Play,2003,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,杂项,PlayStation 2
272,Uncharted 4: A Thief's End,2016,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,射击,PlayStation 4
273,Gran Turismo 5 Prologue,2007,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,竞速,PlayStation 3
274,Assassin's Creed: Revelations,2011,Ubisoft,2.25,1.47,0.04,0.43,4.19,动作,Xbox 360
275,Street Fighter IV,2009,Capcom,2.02,1.06,0.58,0.53,4.19,格斗,PlayStation 3
276,FIFA 12,2011,Electronic Arts,0.84,2.79,0.02,0.53,4.19,体育,Xbox 360
277,Teenage Mutant Ninja Turtles,1989,Palcom,3.38,0.44,0.31,0.04,4.17,动作,任天堂红白机
278,Excitebike,1984,Nintendo,2.04,0.48,1.57,0.07,4.16,竞速,任天堂红白机
279,Frogger,1997,Hasbro Interactive,3.79,0.27,0,0.11,4.16,动作,PlayStation
280,Madden NFL 2003,2002,Electronic Arts,3.36,0.21,0.01,0.56,4.14,体育,PlayStation 2
281,Watch Dogs,2014,Ubisoft,1.4,1.86,0.11,0.77,4.14,动作,PlayStation 4
282,Half-Life,1997,Vivendi Games,4.03,0,0.09,0,4.12,射击,个人电脑
283,Super Mario World 2: Yoshi's Island,1995,Nintendo,1.65,0.61,1.76,0.09,4.12,平台跳跃,超级任天堂
284,FIFA Soccer 07,2006,Electronic Arts,0.71,2.48,0.03,0.89,4.11,体育,PlayStation 2
285,The Legend of Zelda: Skyward Sword,2011,Nintendo,2.14,1.2,0.37,0.4,4.1,动作,任天堂Wii
286,Street Fighter II Turbo,1992,Capcom,1.42,0.51,2.1,0.07,4.1,格斗,超级任天堂
287,Carnival Games,2007,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,杂项,任天堂Wii
288,Fallout 4,2015,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,角色扮演,Xbox One
289,World of Warcraft: The Burning Crusade,2007,Activision,2.57,1.52,0,0,4.09,角色扮演,个人电脑
290,Fallout: New Vegas,2010,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,角色扮演,Xbox 360
291,God of War II,2007,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,动作,PlayStation 2
292,Forza Motorsport 2,2007,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,竞速,Xbox 360
293,World Soccer Winning Eleven 9,2005,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,体育,PlayStation 2
294,Namco Museum Vol.3,1996,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,杂项,PlayStation
295,Tekken Tag Tournament,2000,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,格斗,PlayStation 2
296,Far Cry 4,2014,Ubisoft,1.12,2.12,0.1,0.69,4.03,射击,PlayStation 4
297,Star Fox 64,1997,Nintendo,2.78,0.58,0.64,0.04,4.03,射击,任天堂64
298,Minecraft,2014,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,杂项,PlayStation 4
299,Golf,1984,Nintendo,1.22,0.28,2.46,0.04,4.01,体育,任天堂红白机
300,Fallout 3,2008,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,角色扮演,PlayStation 3
301,Professor Layton and the Diabolical Box,2007,Nintendo,0.92,1.78,0.92,0.37,4,益智,任天堂DS
302,Left 4 Dead 2,2009,Electronic Arts,2.67,0.89,0.05,0.37,3.99,射击,Xbox 360
303,Namco Museum: 50th Anniversary,2005,Namco Bandai Games,2.08,1.35,0,0.54,3.98,杂项,PlayStation 2
304,EA Sports Active,2009,Electronic Arts,2.1,1.36,0.06,0.4,3.92,体育,任天堂Wii
305,Assassin's Creed: Unity,2014,Ubisoft,1.18,1.96,0.08,0.7,3.92,动作,PlayStation 4
306,Donkey Kong Land,1994,Nintendo,1.97,0.76,1.07,0.11,3.91,平台跳跃,任天堂Game Boy
307,Tony Hawk's Underground,2003,Activision,2.29,1.17,0.01,0.42,3.9,体育,PlayStation 2
308,Assassin's Creed IV: Black Flag,2013,Ubisoft,1.33,1.71,0.13,0.73,3.89,动作,PlayStation 3
309,Monster Hunter 4 Ultimate,2014,Nintendo,0.67,0.49,2.62,0.11,3.89,角色扮演,任天堂3DS
310,MotorStorm,2006,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,竞速,PlayStation 3
311,The Elder Scrolls V: Skyrim,2011,Bethesda Softworks,1.15,2.09,0,0.64,3.88,角色扮演,个人电脑
312,Tekken 5,2005,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,格斗,PlayStation 2
313,Dragon Warrior III,1988,Enix Corporation,0.1,0,3.77,0,3.87,角色扮演,任天堂红白机
314,Sports Champions,2010,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,体育,PlayStation 3
315,NBA 2K16,2015,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,体育,PlayStation 4
316,World Soccer Winning Eleven 8 International,2004,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,体育,PlayStation 2
317,Flash Focus: Vision Training in Minutes a Day,2007,Nintendo,0.87,1.57,1.05,0.35,3.84,杂项,任天堂DS
318,Namco Museum Vol.1,1995,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,杂项,PlayStation
319,The Legend of Zelda: Link's Awakening,1992,Nintendo,2.21,0.96,0.54,0.13,3.83,动作,任天堂Game Boy
320,Mario & Luigi: Bowser's Inside Story,2009,Nintendo,2.26,0.48,0.81,0.27,3.83,角色扮演,任天堂DS
321,Big Brain Academy: Wii Degree,2007,Nintendo,1.06,1.93,0.41,0.43,3.82,杂项,任天堂Wii
322,Nintendogs + cats,2011,Nintendo,1.44,1.37,0.73,0.27,3.81,模拟,任天堂3DS
323,Batman: Arkham Knight,2015,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,动作,PlayStation 4
324,Mario & Sonic at the London 2012 Olympic Games,2011,Sega,1.14,1.91,0.27,0.46,3.78,体育,任天堂Wii
325,LEGO Indiana Jones: The Original Adventures,2008,Activision,2.4,1.03,0,0.36,3.78,动作,Xbox 360
326,Resident Evil Director's Cut,1996,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,动作,PlayStation
327,Ratchet & Clank: Size Matters,2007,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,平台跳跃,PlayStation Portable
328,Just Dance 2014,2013,Ubisoft,1.98,1.47,0,0.32,3.76,杂项,任天堂Wii
329,The Sims: Unleashed,2002,Electronic Arts,2.03,1.56,0,0.17,3.76,模拟,个人电脑
330,Super Paper Mario,2007,Nintendo,1.98,0.88,0.59,0.32,3.76,平台跳跃,任天堂Wii
331,Harry Potter and the Sorcerer's Stone,2001,Electronic Arts,1.37,2,0.14,0.22,3.73,动作,PlayStation
332,The Witcher 3: Wild Hunt,2015,Namco Bandai Games,0.96,2,0.21,0.56,3.73,角色扮演,PlayStation 4
333,Resident Evil 3: Nemesis,1999,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,动作,PlayStation
334,Spyro: Year of the Dragon,2000,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71,平台跳跃,PlayStation
335,FIFA Soccer 2005,2004,Electronic Arts,0.58,2.48,0.04,0.59,3.7,体育,PlayStation 2
336,Pokémon Trading Card Game,1998,Nintendo,1.49,0.73,1.38,0.1,3.7,策略,任天堂Game Boy
337,Battlefield 4,2013,Electronic Arts,1.3,1.51,0.27,0.61,3.69,射击,PlayStation 3
338,MySims,2007,Electronic Arts,1.59,1.61,0.08,0.41,3.69,模拟,任天堂DS
339,Friend Collection,2009,Nintendo,0,0,3.67,0,3.67,杂项,任天堂DS
340,Tony Hawk's Pro Skater 4,2002,Activision,2.13,1.18,0.01,0.35,3.67,体育,PlayStation 2
341,Midnight Club 3: DUB Edition,2005,Take-Two Interactive,1.65,1.22,0,0.79,3.66,竞速,PlayStation Portable
342,Banjo-Kazooie,1998,Nintendo,1.87,1.13,0.55,0.1,3.65,平台跳跃,任天堂64
343,SOCOM: U.S. Navy SEALs,2002,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,射击,PlayStation 2
344,Guitar Hero: World Tour,2008,Activision,2.33,0.97,0,0.35,3.65,杂项,任天堂Wii
345,Gran Turismo 6,2013,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,竞速,PlayStation 3
346,Jak and Daxter: The Precursor Legacy,2001,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,平台跳跃,PlayStation 2
347,Pokemon Snap,1999,Nintendo,2.23,0.68,0.66,0.06,3.63,模拟,任天堂64
348,FIFA Soccer 10,2009,Electronic Arts,0.6,2.46,0.05,0.52,3.63,体育,PlayStation 3
349,Pro Evolution Soccer 2008,2007,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,体育,PlayStation 2
350,Call of Duty: Ghosts,2013,Activision,1.78,1.42,0.05,0.38,3.63,射击,PlayStation 4
351,Resident Evil 4,2005,Capcom,2.08,0.83,0.46,0.25,3.62,动作,PlayStation 2
352,Tom Clancy's The Division,2016,Ubisoft,1.28,1.61,0.15,0.57,3.61,射击,PlayStation 4
353,Star Wars: Battlefront,2004,LucasArts,1.93,1.22,0.03,0.44,3.61,射击,PlayStation 2
354,Doom II: Hell on Earth,1994,Virgin Interactive,2.05,1.4,0,0.16,3.61,射击,个人电脑
355,The Simpsons: Road Rage,2001,Electronic Arts,2.02,1.17,0,0.42,3.61,竞速,PlayStation 2
356,Cooking Mama 2: Dinner With Friends,2007,505 Games,1.61,1.5,0.1,0.39,3.61,模拟,任天堂DS
357,Luigi's Mansion,2001,Nintendo,2.38,0.67,0.46,0.1,3.6,动作,任天堂GameCube
358,Star Wars: Battlefront II,2005,LucasArts,2.18,1.02,0.03,0.37,3.59,射击,PlayStation 2
359,WWF SmackDown!,2000,THQ,2.01,1.35,0.06,0.16,3.58,格斗,PlayStation
360,Croc: Legend of the Gobbos,1997,Fox Interactive,1.57,1.79,0,0.2,3.56,平台跳跃,PlayStation
361,Grand Theft Auto: Liberty City Stories,2006,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,动作,PlayStation 2
362,The Getaway,2002,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,动作,PlayStation 2
363,Tomb Raider III: Adventures of Lara Croft,1997,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,动作,PlayStation
364,James Bond 007: Agent Under Fire,2001,Electronic Arts,1.9,1.13,0.1,0.41,3.53,射击,PlayStation 2
365,LEGO Star Wars: The Video Game,2005,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,动作,PlayStation 2
366,Battlefield 4,2013,Electronic Arts,2.14,1.08,0.02,0.29,3.53,射击,Xbox 360
367,FIFA Soccer 11,2010,Electronic Arts,0.71,2.4,0.02,0.4,3.53,体育,Xbox 360
368,Rugrats in Paris: The Movie,2000,THQ,1.96,1.33,0,0.23,3.52,动作,PlayStation
369,Spyro 2: Ripto's Rage!,1999,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,平台跳跃,PlayStation
370,Left 4 Dead,2008,Electronic Arts,2.66,0.5,0.05,0.3,3.52,射击,Xbox 360
371,Mario & Sonic at the Olympic Winter Games,2009,Sega,1.22,1.66,0.27,0.38,3.52,体育,任天堂DS
372,Resident Evil 5,2009,Capcom,2.11,0.94,0.12,0.34,3.51,动作,Xbox 360
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,Nintendo,1.17,0.5,1.75,0.08,3.51,平台跳跃,超级任天堂
374,Assassin's Creed: Brotherhood,2010,Ubisoft,2.84,0.39,0.03,0.24,3.5,动作,Xbox 360
375,Kung Fu,1985,Nintendo,1.64,0.38,1.42,0.06,3.5,动作,任天堂红白机
376,Batman: Arkham Asylum,2009,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,动作,Xbox 360
377,Clubhouse Games,2006,Nintendo,0.59,1.83,0.73,0.35,3.5,杂项,任天堂DS
378,FIFA Soccer 2004,,Electronic Arts,0.59,2.36,0.04,0.51,3.49,体育,PlayStation 2
379,Star Wars Battlefront (2015),2015,Electronic Arts,1.94,1.22,0.02,0.31,3.49,射击,Xbox One
380,Battlefield: Bad Company 2,2010,Electronic Arts,2.09,1.02,0.04,0.32,3.48,射击,Xbox 360
381,Guitar Hero: On Tour,2008,Activision,2.11,1.01,0.01,0.35,3.48,杂项,任天堂DS
382,Assassin's Creed: Unity,2014,Ubisoft,2.26,0.89,0,0.3,3.46,动作,Xbox One
383,Far Cry 3,2012,Ubisoft,0.88,1.75,0.1,0.72,3.45,射击,PlayStation 3
384,Monster Hunter 4,2013,Capcom,0,0,3.44,0,3.44,角色扮演,任天堂3DS
385,Borderlands,2009,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,射击,Xbox 360
386,Tekken 4,2002,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,格斗,PlayStation 2
387,Battlefield 4,2013,Electronic Arts,1.34,1.54,0.17,0.38,3.43,射击,PlayStation 4
388,LittleBigPlanet 2,2011,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,平台跳跃,PlayStation 3
389,Grand Theft Auto 2,1998,Take-Two Interactive,1.13,2.07,0,0.22,3.42,动作,PlayStation
390,Final Fantasy III,1994,SquareSoft,0.86,0,2.55,0.02,3.42,角色扮演,超级任天堂
391,Spider-Man 2,2004,Activision,1.75,1.2,0.02,0.43,3.41,动作,PlayStation 2
392,F-1 Race,1990,Nintendo,1.73,0.69,0.59,0.4,3.41,竞速,任天堂Game Boy
393,FIFA Soccer 2003,2002,Electronic Arts,0.46,2.28,0.05,0.61,3.4,体育,PlayStation 2
394,Crash Bash,2000,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,杂项,PlayStation
395,LEGO Batman: The Videogame,2008,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38,动作,Xbox 360
396,Metal Gear Solid V: The Phantom Pain,2015,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,动作,PlayStation 4
397,The Legend of Zelda: Spirit Tracks,2009,Nintendo,1.43,0.94,0.74,0.27,3.38,动作,任天堂DS
398,WWF War Zone,1998,Acclaim Entertainment,2.47,0.76,0,0.13,3.36,格斗,PlayStation
399,The Legend of Zelda: Majora's Mask,2000,Nintendo,1.9,0.67,0.73,0.06,3.36,动作,任天堂64
400,Professor Layton and the Unwound Future,2008,Nintendo,0.65,1.61,0.82,0.28,3.36,益智,任天堂DS
401,Rugrats: Search For Reptar,1998,THQ,1.63,1.53,0,0.18,3.34,冒险,PlayStation
402,Assassin's Creed IV: Black Flag,2013,Ubisoft,1.9,1.14,0.01,0.29,3.34,动作,Xbox 360
403,English Training: Have Fun Improving Your Skills!,2006,Nintendo,0,0.99,2.32,0.02,3.33,杂项,任天堂DS
404,James Bond 007: Nightfire,2002,Electronic Arts,1.45,1.29,0.12,0.46,3.33,射击,PlayStation 2
405,Ratchet & Clank,2002,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,平台跳跃,PlayStation 2
406,Mario Party 9,2012,Nintendo,1.15,1.17,0.76,0.24,3.32,杂项,任天堂Wii
407,Star Wars Episode III: Revenge of the Sith,2005,LucasArts,1.47,1.39,0.03,0.43,3.32,动作,PlayStation 2
408,Max Payne,2001,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,射击,PlayStation 2
409,The Lord of the Rings: The Return of the King,2003,Electronic Arts,1.5,1.28,0.05,0.46,3.28,动作,PlayStation 2
410,Assassin's Creed Syndicate,2015,Ubisoft,0.8,1.92,0.06,0.5,3.28,动作,PlayStation 4
411,Destiny,2014,Activision,2.13,0.92,0,0.23,3.28,射击,Xbox One
412,True Crime: Streets of LA,2003,Activision,1.89,1.05,0.02,0.31,3.27,动作,PlayStation 2
413,Wii Music,2008,Nintendo,1.36,1.13,0.46,0.32,3.27,杂项,任天堂Wii
414,Gran Turismo (PSP),2009,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,竞速,PlayStation Portable
415,Monster Hunter X,2015,Capcom,0.25,0.19,2.78,0.04,3.26,动作,任天堂3DS
416,Tekken,1995,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,格斗,PlayStation
417,FIFA 16,2015,Electronic Arts,0.88,2.11,0,0.23,3.23,体育,Xbox One
418,L.A. Noire,2011,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,冒险,PlayStation 3
419,Madden NFL 16,2015,Electronic Arts,2.33,0.3,0,0.59,3.22,体育,PlayStation 4
420,Yokai Watch 2 Ganso/Honke,2014,Nintendo,0.03,0,3.18,0,3.22,角色扮演,任天堂3DS
421,007: Tomorrow Never Dies,1999,Electronic Arts,1.72,1.33,0,0.16,3.21,射击,PlayStation
422,Baseball,1983,Nintendo,0.73,0.1,2.35,0.02,3.2,体育,任天堂红白机
423,Killer Instinct,1995,Nintendo,2.26,0.72,0.12,0.1,3.2,格斗,超级任天堂
424,WWF SmackDown! 2: Know Your Role,2000,THQ,1.76,1.21,0.07,0.16,3.2,格斗,PlayStation
425,Crisis Core: Final Fantasy VII,2007,Square Enix,1.35,0.6,0.8,0.44,3.19,角色扮演,PlayStation Portable
426,God of War: Chains of Olympus,2008,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,动作,PlayStation Portable
427,Dragon Quest VI: Maboroshi no Daichi,1995,Enix Corporation,0,0,3.19,0,3.19,角色扮演,超级任天堂
428,Dance Central,2010,MTV Games,2.15,0.77,0.01,0.26,3.19,杂项,Xbox 360
429,Enter the Matrix,2003,Atari,1.78,1.12,0.09,0.19,3.18,动作,PlayStation 2
430,Super Mario Maker,2015,Nintendo,1.18,0.87,0.93,0.2,3.18,平台跳跃,任天堂Wii U
431,Fallout: New Vegas,2010,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,角色扮演,PlayStation 3
432,LEGO Batman: The Videogame,,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17,动作,任天堂Wii
433,Rhythm Heaven,2008,Nintendo,0.58,0.51,1.93,0.14,3.17,杂项,任天堂DS
434,Ace Combat 04: Shattered Skies,2001,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,模拟,PlayStation 2
435,Club Penguin: Elite Penguin Force,2008,Disney Interactive Studios,1.88,0.98,0,0.3,3.16,冒险,任天堂DS
436,Animal Crossing,2001,Nintendo,1.92,0.16,0.99,0.09,3.15,模拟,任天堂GameCube
437,LEGO Batman: The Videogame,2008,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15,动作,任天堂DS
438,Sonic Rush,2005,Sega,1.22,1.57,0.06,0.29,3.15,平台跳跃,任天堂DS
439,Resident Evil 6,2012,Capcom,0.88,0.97,0.88,0.42,3.15,射击,PlayStation 3
440,Halo: The Master Chief Collection,2014,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,射击,Xbox One
441,FIFA Soccer 08,2007,Electronic Arts,0.68,0,0,2.46,3.14,体育,PlayStation 2
442,Spider-Man,2000,Activision,1.7,1.25,0.02,0.16,3.13,动作,PlayStation
443,Need for Speed III: Hot Pursuit,1998,Electronic Arts,2.14,0.86,0,0.13,3.12,竞速,PlayStation
444,Star Wars Episode I Racer,1999,Nintendo,2.31,0.62,0.14,0.04,3.12,竞速,任天堂64
445,Personal Trainer: Cooking,2006,Nintendo,0.91,1,1.03,0.17,3.12,杂项,任天堂DS
446,The Elder Scrolls IV: Oblivion,2007,Ubisoft,1.69,0.87,0.14,0.42,3.12,角色扮演,PlayStation 3
447,Dragon Warrior IV,1990,Enix Corporation,0.08,0,3.03,0.01,3.12,角色扮演,任天堂红白机
448,Heavy Rain,2010,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,冒险,PlayStation 3
449,Mass Effect 2,2010,Electronic Arts,1.99,0.82,0.03,0.27,3.11,角色扮演,Xbox 360
450,FIFA 15,2014,Electronic Arts,0.78,2.02,0,0.3,3.11,体育,Xbox 360
451,Dragon Ball Z: Budokai,2002,Atari,2.17,0.28,0.55,0.08,3.09,格斗,PlayStation 2
452,Madden NFL 2002,2001,Electronic Arts,2.5,0.16,0.01,0.42,3.08,体育,PlayStation 2
453,World Class Track Meet,1986,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,体育,任天堂红白机
454,Borderlands 2,2012,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,射击,Xbox 360
455,The Legend of Zelda: A Link Between Worlds,2013,Nintendo,1.4,0.99,0.46,0.22,3.07,动作,任天堂3DS
456,Donkey Kong,1994,Nintendo,1.57,0.62,0.55,0.34,3.07,平台跳跃,任天堂Game Boy
457,The Sims: Vacation,2002,Electronic Arts,1.72,1.21,0,0.14,3.07,模拟,个人电脑
458,Mass Effect 3,2012,Electronic Arts,1.94,0.86,0.03,0.24,3.07,角色扮演,Xbox 360
459,Kung Fu Panda,2008,Activision,1.91,0.84,0,0.29,3.05,动作,Xbox 360
460,Far Cry 3,2012,Ubisoft,1.38,1.35,0.02,0.28,3.04,射击,Xbox 360
461,Epic Mickey,2010,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,平台跳跃,任天堂Wii
462,Saints Row 2,2008,THQ,1.94,0.8,0.02,0.27,3.03,动作,Xbox 360
463,Rayman,1995,Ubisoft,1.54,1.33,0,0.16,3.03,平台跳跃,PlayStation
464,Killzone 2,2009,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,射击,PlayStation 3
465,Tom Clancy's Splinter Cell,2002,Ubisoft,1.85,1.04,0,0.13,3.02,动作,Xbox
466,Mike Tyson's Punch-Out!!,1987,Nintendo,2.03,0.47,0.45,0.07,3.02,格斗,任天堂红白机
467,WWE SmackDown! Shut Your Mouth,2002,THQ,1.45,1.13,0.07,0.38,3.02,体育,PlayStation 2
468,Gears of War: Ultimate Edition,2015,Microsoft Game Studios,2.38,0.32,0,0.31,3,射击,Xbox One
469,NBA 2K13,2012,Take-Two Interactive,2.6,0.21,0.01,0.19,3,体育,Xbox 360
470,Dragon Ball Z: Budokai Tenkaichi 3,2007,Atari,1.15,0,0.76,1.09,3,格斗,PlayStation 2
471,wwe Smackdown vs. Raw 2006,,,1.57,1.02,0,0.41,3,格斗,PlayStation 2
472,Middle-Earth: Shadow of Mordor,2014,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,动作,PlayStation 4
473,Star Fox,1993,Nintendo,1.61,0.51,0.8,0.07,2.99,射击,超级任天堂
474,The Sims: Livin Large,2000,Electronic Arts,1.67,1.18,0,0.13,2.99,杂项,个人电脑
475,World Soccer Winning Eleven 6 International,2002,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,体育,PlayStation 2
476,Devil May Cry,2001,Capcom,1.36,0.86,0.64,0.13,2.99,动作,PlayStation 2
477,Animal Crossing: Happy Home Designer,2015,Nintendo,0.47,1,1.39,0.12,2.98,模拟,任天堂3DS
478,Battlefield: Bad Company 2,2010,Electronic Arts,1.33,1.12,0.08,0.45,2.97,射击,PlayStation 3
479,The Sims 4,2014,Electronic Arts,0.96,1.72,0,0.29,2.97,模拟,个人电脑
480,Star Wars: The Old Republic,2011,Electronic Arts,1.58,1.01,0,0.38,2.97,角色扮演,个人电脑
481,Sonic Heroes,2003,Sega,1.04,1.37,0.06,0.49,2.96,平台跳跃,PlayStation 2
482,Kirby Super Star Ultra,2008,Nintendo,1.57,0.04,1.19,0.15,2.96,平台跳跃,任天堂DS
483,Hitman 2: Silent Assassin,2002,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,动作,PlayStation 2
484,Street Fighter IV,2009,Capcom,1.82,0.71,0.15,0.26,2.95,格斗,Xbox 360
485,Wave Race 64,1996,Nintendo,1.98,0.58,0.34,0.04,2.94,竞速,任天堂64
486,SOCOM II: U.S. Navy SEALs,2003,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,射击,PlayStation 2
487,WWE SmackDown! vs. RAW 2006,2005,THQ,1.45,1.11,0.04,0.33,2.94,格斗,PlayStation 2
488,inFAMOUS,2009,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,动作,PlayStation 3
489,Pac-Man Collection,2001,Atari,2.07,0.77,0.05,0.05,2.94,益智,任天堂Game Boy Advance
490,Mass Effect,2007,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,角色扮演,Xbox 360
491,WarioWare: Smooth Moves,2006,Nintendo,0.87,1.06,0.73,0.26,2.92,益智,任天堂Wii
492,Cooking Mama: Cook Off,2007,505 Games,1.43,1.13,0.05,0.3,2.91,模拟,任天堂Wii
